province,U_R,COICOP,Products,Weights,Source
78,,,Clothing and footwear,103.60834592426704,Urban
78,,,"Housing, water, electricity, gas and other fuels",104.99115487192645,Urban
78,,,"Furnishing, household equipment and routine household maintenance ",101.20055551268821,Urban
78,,,Health,100.28345319476033,Urban
78,,,Transport,97.26204709325391,Urban
78,,,Communication,100.15457012752947,Urban
78,,,Recreation and culture,109.92883316274259,Urban
78,,,Education,100.46195710530448,Urban
78,,,Restaurants and hotels,104.35462588183502,Urban
78,,,Miscellaneous goods and services,103.5597372710518,Urban
79,,,GENERAL INDEX (CPI),102.71531040219675,Urban
79,,,Food and non-alcoholic beverages,102.77063930374014,Urban
79,,,Bread and cereals ,106.83625700063418,Urban
79,,,Meat,105.1691172116105,Urban
79,,,"Milk, cheese and eggs",103.08706547107687,Urban
79,,,Vegetables ,105.03389407184686,Urban
79,,,Non-alcoholic beverages ,101.59063465748133,Urban
79,,,Alcoholic beverages and tobacco,107.47681877009573,Urban
79,,,Clothing and footwear,103.7782332160935,Urban
79,,,"Housing, water, electricity, gas and other fuels",104.94061018198963,Urban
79,,,"Furnishing, household equipment and routine household maintenance ",103.79040277345104,Urban
79,,,Health,100.1911454592183,Urban
79,,,Transport,98.4782258539717,Urban
79,,,Communication,100.15130407133282,Urban
79,,,Recreation and culture,110.4236348493436,Urban
79,,,Education,100.46195710530448,Urban
79,,,Restaurants and hotels,103.31724614733793,Urban
79,,,Miscellaneous goods and services,103.73450874828139,Urban
80,,,GENERAL INDEX (CPI),103.68621134667542,Urban
80,,,Food and non-alcoholic beverages,105.44895096842802,Urban
80,,,Bread and cereals ,106.9094916477337,Urban
80,,,Meat,105.23590437707489,Urban
80,,,"Milk, cheese and eggs",104.54815899231325,Urban
80,,,Vegetables ,112.43791140116134,Urban
80,,,Non-alcoholic beverages ,101.22921391326638,Urban
80,,,Alcoholic beverages and tobacco,112.9138350943359,Urban
80,,,Clothing and footwear,103.51427370667254,Urban
80,,,"Housing, water, electricity, gas and other fuels",105.2171669050933,Urban
80,,,"Furnishing, household equipment and routine household maintenance ",103.57696442291548,Urban
80,,,Health,100.48533061129731,Urban
80,,,Transport,98.84040199825213,Urban
80,,,Communication,100.14887660850638,Urban
80,,,Recreation and culture,110.18537774256188,Urban
80,,,Education,100.46053170686515,Urban
80,,,Restaurants and hotels,102.44305874016871,Urban
80,,,Miscellaneous goods and services,103.69079612046112,Urban
81,,,GENERAL INDEX (CPI),104.83856174586322,Urban
81,,,Food and non-alcoholic beverages,108.22938249381728,Urban
81,,,Bread and cereals ,107.37739257029293,Urban
81,,,Meat,106.67392440530061,Urban
81,,,"Milk, cheese and eggs",105.14410511149978,Urban
81,,,Vegetables ,118.88098264727773,Urban
81,,,Non-alcoholic beverages ,101.81283421666677,Urban
81,,,Alcoholic beverages and tobacco,113.24616145329865,Urban
81,,,Clothing and footwear,103.78675337241883,Urban
81,,,"Housing, water, electricity, gas and other fuels",106.7964806529001,Urban
81,,,"Furnishing, household equipment and routine household maintenance ",103.50590002252744,Urban
81,,,Health,100.0587516072157,Urban
81,,,Transport,98.71801715887707,Urban
81,,,Communication,100.1573883351136,Urban
81,,,Recreation and culture,112.0985332622473,Urban
81,,,Education,100.46053170686515,Urban
81,,,Restaurants and hotels,101.7451850764457,Urban
81,,,Miscellaneous goods and services,103.75949787815404,Urban
82,,,GENERAL INDEX (CPI),104.69222132688583,Urban
82,,,Food and non-alcoholic beverages,108.42417064283723,Urban
82,,,Bread and cereals ,106.21457121473958,Urban
82,,,Meat,106.55965494479936,Urban
82,,,"Milk, cheese and eggs",103.4077256191323,Urban
82,,,Vegetables ,117.38133923302756,Urban
82,,,Non-alcoholic beverages ,101.94922659430469,Urban
82,,,Alcoholic beverages and tobacco,113.52014979575675,Urban
82,,,Clothing and footwear,103.68144204822323,Urban
82,,,"Housing, water, electricity, gas and other fuels",106.64845871229292,Urban
82,,,"Furnishing, household equipment and routine household maintenance ",103.54688014797698,Urban
82,,,Health,99.97148015042531,Urban
82,,,Transport,98.39455639799147,Urban
82,,,Communication,100.1573883351136,Urban
82,,,Recreation and culture,105.95833425157595,Urban
82,,,Education,100.46053170686515,Urban
82,,,Restaurants and hotels,102.08603939636043,Urban
82,,,Miscellaneous goods and services,103.81439751349728,Urban
83,,,GENERAL INDEX (CPI),105.86621230515969,Urban
83,,,Food and non-alcoholic beverages,111.0893194968507,Urban
83,,,Bread and cereals ,107.19839007152446,Urban
83,,,Meat,106.77428589465516,Urban
83,,,"Milk, cheese and eggs",105.46178244589075,Urban
83,,,Vegetables ,120.92371476414286,Urban
83,,,Non-alcoholic beverages ,102.32503532343495,Urban
83,,,Alcoholic beverages and tobacco,113.32932831111961,Urban
83,,,Clothing and footwear,103.91152721683832,Urban
83,,,"Housing, water, electricity, gas and other fuels",106.38282095955196,Urban
83,,,"Furnishing, household equipment and routine household maintenance ",104.4953941207732,Urban
83,,,Health,100.09598126097816,Urban
83,,,Transport,100.24820234192057,Urban
83,,,Communication,100.1573883351136,Urban
83,,,Recreation and culture,106.54002873117159,Urban
83,,,Education,100.45882147067373,Urban
83,,,Restaurants and hotels,104.05552203936493,Urban
83,,,Miscellaneous goods and services,104.14855256939204,Urban
84,,,GENERAL INDEX (CPI),105.28706392394646,Urban
84,,,Food and non-alcoholic beverages,108.96727746766908,Urban
84,,,Bread and cereals ,107.63775946169812,Urban
84,,,Meat,107.86909753875315,Urban
84,,,"Milk, cheese and eggs",106.31134929356381,Urban
84,,,Vegetables ,114.24125299774761,Urban
84,,,Non-alcoholic beverages ,102.31719486346577,Urban
84,,,Alcoholic beverages and tobacco,113.52338664222323,Urban
84,,,Clothing and footwear,104.06733172980846,Urban
84,,,"Housing, water, electricity, gas and other fuels",106.08781376243765,Urban
84,,,"Furnishing, household equipment and routine household maintenance ",104.37987773749833,Urban
84,,,Health,100.35124992815696,Urban
84,,,Transport,100.53897630591293,Urban
84,,,Communication,100.1573883351136,Urban
84,,,Recreation and culture,108.86872162948998,Urban
84,,,Education,100.46053173044393,Urban
84,,,Restaurants and hotels,104.7511548498806,Urban
84,,,Miscellaneous goods and services,102.8262489311803,Urban
85,,,GENERAL INDEX (CPI),104.72586138238,Urban
85,,,Food and non-alcoholic beverages,107.0927008902459,Urban
85,,,Bread and cereals ,107.66809759764521,Urban
85,,,Meat,108.31169774493095,Urban
85,,,"Milk, cheese and eggs",106.4490789440087,Urban
85,,,Vegetables ,109.72864472227111,Urban
85,,,Non-alcoholic beverages ,102.33891345596587,Urban
85,,,Alcoholic beverages and tobacco,113.22490448659038,Urban
85,,,Clothing and footwear,103.63571562582959,Urban
85,,,"Housing, water, electricity, gas and other fuels",106.2871750604342,Urban
85,,,"Furnishing, household equipment and routine household maintenance ",104.35451962120231,Urban
85,,,Health,100.27715274351127,Urban
85,,,Transport,100.0549792274862,Urban
85,,,Communication,100.1573883351136,Urban
85,,,Recreation and culture,108.8495606331219,Urban
85,,,Education,100.46053173044393,Urban
85,,,Restaurants and hotels,104.81150855832911,Urban
85,,,Miscellaneous goods and services,103.64305269402686,Urban
86,,,GENERAL INDEX (CPI),105.18694232964363,Urban
86,,,Food and non-alcoholic beverages,107.8325258242094,Urban
86,,,Bread and cereals ,107.30104491834021,Urban
86,,,Meat,108.47055245119437,Urban
86,,,"Milk, cheese and eggs",104.12039424726603,Urban
86,,,Vegetables ,113.35471147834055,Urban
86,,,Non-alcoholic beverages ,102.42211074911725,Urban
86,,,Alcoholic beverages and tobacco,113.6430450199393,Urban
86,,,Clothing and footwear,103.1398257665032,Urban
86,,,"Housing, water, electricity, gas and other fuels",106.51079327970567,Urban
86,,,"Furnishing, household equipment and routine household maintenance ",104.69380286939578,Urban
86,,,Health,100.25641440141209,Urban
86,,,Transport,100.49951649083123,Urban
86,,,Communication,100.16079652794285,Urban
86,,,Recreation and culture,109.4553854830134,Urban
86,,,Education,102.20551747817436,Urban
86,,,Restaurants and hotels,104.27312288878308,Urban
86,,,Miscellaneous goods and services,104.27669884003431,Urban
87,,,GENERAL INDEX (CPI),106.17328654107745,Urban
87,,,Food and non-alcoholic beverages,110.73853015527202,Urban
87,,,Bread and cereals ,106.98643270360488,Urban
87,,,Meat,108.33513526086239,Urban
87,,,"Milk, cheese and eggs",106.01094939113298,Urban
87,,,Vegetables ,121.50748452740793,Urban
87,,,Non-alcoholic beverages ,102.84850407797472,Urban
87,,,Alcoholic beverages and tobacco,113.40060453449759,Urban
87,,,Clothing and footwear,102.97912964088809,Urban
87,,,"Housing, water, electricity, gas and other fuels",106.96015284097558,Urban
87,,,"Furnishing, household equipment and routine household maintenance ",105.42663093410766,Urban
87,,,Health,100.21377131689596,Urban
87,,,Transport,100.05908483821528,Urban
87,,,Communication,100.16079652794285,Urban
87,,,Recreation and culture,110.1000839145478,Urban
87,,,Education,102.21420713115776,Urban
87,,,Restaurants and hotels,105.11743472260706,Urban
87,,,Miscellaneous goods and services,106.12782909803137,Urban
88,,,GENERAL INDEX (CPI),107.03139604350449,Urban
88,,,Food and non-alcoholic beverages,111.52835646878233,Urban
88,,,Bread and cereals ,107.1964058528469,Urban
88,,,Meat,108.96374581653973,Urban
88,,,"Milk, cheese and eggs",106.3252958740039,Urban
88,,,Vegetables ,122.2056717334582,Urban
88,,,Non-alcoholic beverages ,103.45001651929857,Urban
88,,,Alcoholic beverages and tobacco,113.97368197874445,Urban
88,,,Clothing and footwear,103.28398192776895,Urban
88,,,"Housing, water, electricity, gas and other fuels",107.5196069623935,Urban
88,,,"Furnishing, household equipment and routine household maintenance ",105.10852584312693,Urban
88,,,Health,100.42737817650924,Urban
88,,,Transport,102.79751274799462,Urban
88,,,Communication,100.81874787528483,Urban
88,,,Recreation and culture,110.27936144433698,Urban
88,,,Education,102.21420713115776,Urban
88,,,Restaurants and hotels,105.30790749783421,Urban
88,,,Miscellaneous goods and services,105.47532819480254,Urban
89,,,GENERAL INDEX (CPI),107.56630794716939,Urban
89,,,Food and non-alcoholic beverages,112.24818187877523,Urban
89,,,Bread and cereals ,108.03969254674192,Urban
89,,,Meat,108.70991823631046,Urban
89,,,"Milk, cheese and eggs",105.73085120416359,Urban
89,,,Vegetables ,123.59413964673837,Urban
89,,,Non-alcoholic beverages ,103.52625360559918,Urban
89,,,Alcoholic beverages and tobacco,113.6907393373844,Urban
89,,,Clothing and footwear,103.27713461807319,Urban
89,,,"Housing, water, electricity, gas and other fuels",108.02551275053627,Urban
89,,,"Furnishing, household equipment and routine household maintenance ",105.30083680840167,Urban
89,,,Health,100.3814363786859,Urban
89,,,Transport,103.41925624795151,Urban
89,,,Communication,100.81874787528483,Urban
89,,,Recreation and culture,110.20779075482542,Urban
89,,,Education,102.21420713115776,Urban
89,,,Restaurants and hotels,106.96215412253974,Urban
89,,,Miscellaneous goods and services,106.37334324583155,Urban
90,,,GENERAL INDEX (CPI),108.55318236781854,Urban
90,,,Food and non-alcoholic beverages,114.42424857657923,Urban
90,,,Bread and cereals ,107.80951828947107,Urban
90,,,Meat,109.22740516341132,Urban
90,,,"Milk, cheese and eggs",106.29517603215267,Urban
90,,,Vegetables ,130.77173477812033,Urban
90,,,Non-alcoholic beverages ,103.43572825614974,Urban
90,,,Alcoholic beverages and tobacco,113.81683658909614,Urban
90,,,Clothing and footwear,103.8963162072351,Urban
90,,,"Housing, water, electricity, gas and other fuels",108.0664267496218,Urban
90,,,"Furnishing, household equipment and routine household maintenance ",105.71997330763517,Urban
90,,,Health,100.3348993387843,Urban
90,,,Transport,104.09083085938188,Urban
90,,,Communication,107.23378072934676,Urban
90,,,Recreation and culture,111.32572290090891,Urban
90,,,Education,102.21420713115776,Urban
90,,,Restaurants and hotels,107.22857623232758,Urban
90,,,Miscellaneous goods and services,106.01361299892746,Urban
91,,,GENERAL INDEX (CPI),109.789325699782,Urban
91,,,Food and non-alcoholic beverages,116.97698193914272,Urban
91,,,Bread and cereals ,108.344234284384,Urban
91,,,Meat,108.81923479510313,Urban
91,,,"Milk, cheese and eggs",106.43862232357202,Urban
91,,,Vegetables ,137.34730081860232,Urban
91,,,Non-alcoholic beverages ,103.04617080700399,Urban
91,,,Alcoholic beverages and tobacco,112.98865726126493,Urban
91,,,Clothing and footwear,105.00569828891729,Urban
91,,,"Housing, water, electricity, gas and other fuels",107.79228026045973,Urban
91,,,"Furnishing, household equipment and routine household maintenance ",105.682560397804,Urban
91,,,Health,100.69960658649268,Urban
91,,,Transport,107.08226743277626,Urban
91,,,Communication,107.33013690650054,Urban
91,,,Recreation and culture,111.33168590533982,Urban
91,,,Education,102.21406610510287,Urban
91,,,Restaurants and hotels,107.50703338628574,Urban
91,,,Miscellaneous goods and services,106.21742275015949,Urban
92,,,GENERAL INDEX (CPI),110.3502724034733,Urban
92,,,Food and non-alcoholic beverages,118.07901917363436,Urban
92,,,Bread and cereals ,108.4107761235994,Urban
92,,,Meat,108.69733530859638,Urban
92,,,"Milk, cheese and eggs",106.72947594319514,Urban
92,,,Vegetables ,140.13045909622886,Urban
92,,,Non-alcoholic beverages ,103.66964587643075,Urban
92,,,Alcoholic beverages and tobacco,113.06039995841256,Urban
92,,,Clothing and footwear,106.88019474798509,Urban
92,,,"Housing, water, electricity, gas and other fuels",108.37038785024453,Urban
92,,,"Furnishing, household equipment and routine household maintenance ",105.99753172020641,Urban
92,,,Health,100.72199808440617,Urban
92,,,Transport,107.37933374022734,Urban
92,,,Communication,107.89983533270178,Urban
92,,,Recreation and culture,111.29700681976591,Urban
92,,,Education,102.21420715444368,Urban
92,,,Restaurants and hotels,106.73265686726113,Urban
92,,,Miscellaneous goods and services,105.94773927096051,Urban
93,,,GENERAL INDEX (CPI),110.9499008886174,Urban
93,,,Food and non-alcoholic beverages,120.36471926391646,Urban
93,,,Bread and cereals ,110.23612905832093,Urban
93,,,Meat,109.62419204043047,Urban
93,,,"Milk, cheese and eggs",106.98160354157186,Urban
93,,,Vegetables ,141.28611146300872,Urban
93,,,Non-alcoholic beverages ,111.89911880248931,Urban
93,,,Alcoholic beverages and tobacco,113.49400509600406,Urban
93,,,Clothing and footwear,106.3240857285021,Urban
93,,,"Housing, water, electricity, gas and other fuels",107.74077508483138,Urban
93,,,"Furnishing, household equipment and routine household maintenance ",106.1382207665413,Urban
93,,,Health,100.4667550551009,Urban
93,,,Transport,107.34731763388135,Urban
93,,,Communication,108.49126123016556,Urban
93,,,Recreation and culture,111.8386123562373,Urban
93,,,Education,102.76699616437487,Urban
93,,,Restaurants and hotels,108.01086239106488,Urban
93,,,Miscellaneous goods and services,105.90387405573543,Urban
94,,,GENERAL INDEX (CPI),112.45574149446537,Urban
94,,,Food and non-alcoholic beverages,126.11229246841252,Urban
94,,,Bread and cereals ,112.41014893154883,Urban
94,,,Meat,110.57023176353817,Urban
94,,,"Milk, cheese and eggs",107.17625047095989,Urban
94,,,Vegetables ,148.6842637855452,Urban
94,,,Non-alcoholic beverages ,114.51500634225688,Urban
94,,,Alcoholic beverages and tobacco,113.08345836806966,Urban
94,,,Clothing and footwear,107.76884355613242,Urban
94,,,"Housing, water, electricity, gas and other fuels",107.98877872265814,Urban
94,,,"Furnishing, household equipment and routine household maintenance ",107.4464987396331,Urban
94,,,Health,100.79807003363642,Urban
94,,,Transport,106.17445594298475,Urban
94,,,Communication,108.49126123016556,Urban
94,,,Recreation and culture,111.52506770544088,Urban
94,,,Education,102.76699616437487,Urban
94,,,Restaurants and hotels,107.8316596473334,Urban
94,,,Miscellaneous goods and services,104.55502650998477,Urban
95,,,GENERAL INDEX (CPI),112.61854306256373,Urban
95,,,Food and non-alcoholic beverages,126.1279412096271,Urban
95,,,Bread and cereals ,114.85694854456362,Urban
95,,,Meat,110.88981216870093,Urban
95,,,"Milk, cheese and eggs",109.90213347839743,Urban
95,,,Vegetables ,142.92334218390954,Urban
95,,,Non-alcoholic beverages ,115.38920952676298,Urban
95,,,Alcoholic beverages and tobacco,113.85573117406945,Urban
95,,,Clothing and footwear,107.62610839744978,Urban
95,,,"Housing, water, electricity, gas and other fuels",107.5094229378086,Urban
95,,,"Furnishing, household equipment and routine household maintenance ",107.36875854917315,Urban
95,,,Health,100.53653658157165,Urban
95,,,Transport,107.79489434025774,Urban
95,,,Communication,108.58574820857697,Urban
95,,,Recreation and culture,111.61945185089431,Urban
95,,,Education,102.76699616437487,Urban
95,,,Restaurants and hotels,105.27034020218083,Urban
95,,,Miscellaneous goods and services,106.43974200628612,Urban
96,,,GENERAL INDEX (CPI),112.95568752351471,Urban
96,,,Food and non-alcoholic beverages,126.8780830825767,Urban
96,,,Bread and cereals ,115.83541605797623,Urban
96,,,Meat,110.33153795105716,Urban
96,,,"Milk, cheese and eggs",112.00712493830548,Urban
96,,,Vegetables ,139.63735009429388,Urban
96,,,Non-alcoholic beverages ,116.70696738622256,Urban
96,,,Alcoholic beverages and tobacco,115.78431067904901,Urban
96,,,Clothing and footwear,108.16664783125037,Urban
96,,,"Housing, water, electricity, gas and other fuels",107.5354093175747,Urban
96,,,"Furnishing, household equipment and routine household maintenance ",107.63516266462494,Urban
96,,,Health,100.55025224977064,Urban
96,,,Transport,108.31240547723272,Urban
96,,,Communication,108.58574820857697,Urban
96,,,Recreation and culture,111.75585040638965,Urban
96,,,Education,102.76699616437487,Urban
96,,,Restaurants and hotels,104.4478478567194,Urban
96,,,Miscellaneous goods and services,105.78843896977311,Urban
97,,,GENERAL INDEX (CPI),112.47517177376601,Urban
97,,,Food and non-alcoholic beverages,124.41771122816954,Urban
97,,,Bread and cereals ,115.32693608010763,Urban
97,,,Meat,110.5087525119876,Urban
97,,,"Milk, cheese and eggs",113.18426538344579,Urban
97,,,Vegetables ,133.53454468023605,Urban
97,,,Non-alcoholic beverages ,117.12409672799754,Urban
97,,,Alcoholic beverages and tobacco,116.4384520966511,Urban
97,,,Clothing and footwear,110.52091569911644,Urban
97,,,"Housing, water, electricity, gas and other fuels",107.83203137688803,Urban
97,,,"Furnishing, household equipment and routine household maintenance ",108.45290322064436,Urban
97,,,Health,106.53759837333652,Urban
97,,,Transport,108.40682586279851,Urban
97,,,Communication,108.51058970513503,Urban
97,,,Recreation and culture,112.40919326271582,Urban
97,,,Education,101.37424542879556,Urban
97,,,Restaurants and hotels,104.44522483957229,Urban
97,,,Miscellaneous goods and services,105.61458733288929,Urban
98,,,GENERAL INDEX (CPI),113.70261807580162,Urban
98,,,Food and non-alcoholic beverages,126.77905253942286,Urban
98,,,Bread and cereals ,115.58493587518194,Urban
98,,,Meat,110.25774202878038,Urban
98,,,"Milk, cheese and eggs",111.36612978114655,Urban
98,,,Vegetables ,139.53314307969612,Urban
98,,,Non-alcoholic beverages ,117.79080840041958,Urban
98,,,Alcoholic beverages and tobacco,121.0816853989441,Urban
98,,,Clothing and footwear,110.87500015752835,Urban
98,,,"Housing, water, electricity, gas and other fuels",108.73496731827964,Urban
98,,,"Furnishing, household equipment and routine household maintenance ",108.84770680998052,Urban
98,,,Health,106.84914107963434,Urban
98,,,Transport,108.7992631604705,Urban
98,,,Communication,108.51058970513503,Urban
98,,,Recreation and culture,111.91620002199649,Urban
98,,,Education,101.37422756873534,Urban
98,,,Restaurants and hotels,104.95762520546232,Urban
98,,,Miscellaneous goods and services,108.34850285603716,Urban
99,,,GENERAL INDEX (CPI),114.38172520448985,Urban
99,,,Food and non-alcoholic beverages,128.48008679014987,Urban
99,,,Bread and cereals ,116.14387378480778,Urban
99,,,Meat,110.37330579203444,Urban
99,,,"Milk, cheese and eggs",111.72353050817958,Urban
99,,,Vegetables ,143.85810106962612,Urban
99,,,Non-alcoholic beverages ,117.18447285089378,Urban
99,,,Alcoholic beverages and tobacco,121.88329291133768,Urban
99,,,Clothing and footwear,109.76012540076806,Urban
99,,,"Housing, water, electricity, gas and other fuels",109.60686687241251,Urban
99,,,"Furnishing, household equipment and routine household maintenance ",108.53035469505154,Urban
99,,,Health,107.11932897641107,Urban
99,,,Transport,108.9308118973475,Urban
99,,,Communication,108.51058970513503,Urban
99,,,Recreation and culture,112.7098374738704,Urban
99,,,Education,101.37424542879556,Urban
99,,,Restaurants and hotels,105.13990898635889,Urban
99,,,Miscellaneous goods and services,108.02222867167144,Urban
100,,,GENERAL INDEX (CPI),114.80018748006934,Urban
100,,,Food and non-alcoholic beverages,129.1109152588467,Urban
100,,,Bread and cereals ,116.76550982329786,Urban
100,,,Meat,111.28507171270198,Urban
100,,,"Milk, cheese and eggs",110.33882990435046,Urban
100,,,Vegetables ,144.6022383302122,Urban
100,,,Non-alcoholic beverages ,117.3327196218694,Urban
100,,,Alcoholic beverages and tobacco,123.49632970166734,Urban
100,,,Clothing and footwear,110.48458144495318,Urban
100,,,"Housing, water, electricity, gas and other fuels",109.88374064336968,Urban
100,,,"Furnishing, household equipment and routine household maintenance ",108.68208637187027,Urban
100,,,Health,106.98946619996138,Urban
100,,,Transport,109.10205472396862,Urban
100,,,Communication,108.51043715551381,Urban
100,,,Recreation and culture,112.81493905727724,Urban
100,,,Education,101.37412950675012,Urban
100,,,Restaurants and hotels,104.71276084522002,Urban
100,,,Miscellaneous goods and services,110.05357360973036,Urban
101,,,GENERAL INDEX (CPI),114.59573252538176,Urban
101,,,Food and non-alcoholic beverages,128.28056415900045,Urban
101,,,Bread and cereals ,118.09078534453043,Urban
101,,,Meat,111.15169733604395,Urban
101,,,"Milk, cheese and eggs",111.08853775846873,Urban
101,,,Vegetables ,143.56525707532276,Urban
101,,,Non-alcoholic beverages ,117.22609499705115,Urban
101,,,Alcoholic beverages and tobacco,123.48293578551679,Urban
101,,,Clothing and footwear,110.75838029432948,Urban
101,,,"Housing, water, electricity, gas and other fuels",109.99337019946599,Urban
101,,,"Furnishing, household equipment and routine household maintenance ",108.61824591979766,Urban
101,,,Health,106.98820670079417,Urban
101,,,Transport,109.03083961321366,Urban
101,,,Communication,108.51058970513503,Urban
101,,,Recreation and culture,112.79166807806159,Urban
101,,,Education,101.37412950675012,Urban
101,,,Restaurants and hotels,104.93203999875531,Urban
101,,,Miscellaneous goods and services,110.04366974596702,Urban
102,,,GENERAL INDEX (CPI),113.72814942895685,Urban
102,,,Food and non-alcoholic beverages,125.65426491336932,Urban
102,,,Bread and cereals ,119.13432215523123,Urban
102,,,Meat,110.1701073636419,Urban
102,,,"Milk, cheese and eggs",112.38832543235007,Urban
102,,,Vegetables ,137.64373345978035,Urban
102,,,Non-alcoholic beverages ,117.39358516018005,Urban
102,,,Alcoholic beverages and tobacco,123.59213991900234,Urban
102,,,Clothing and footwear,110.94195657864931,Urban
102,,,"Housing, water, electricity, gas and other fuels",109.68310922219965,Urban
102,,,"Furnishing, household equipment and routine household maintenance ",109.09531849048135,Urban
102,,,Health,107.00071173811476,Urban
102,,,Transport,108.85642939182428,Urban
102,,,Communication,106.70923050138958,Urban
102,,,Recreation and culture,112.11363372137487,Urban
102,,,Education,101.37217060565926,Urban
102,,,Restaurants and hotels,105.16944698907051,Urban
102,,,Miscellaneous goods and services,109.37499863653137,Urban
103,,,GENERAL INDEX (CPI),113.60797818675478,Urban
103,,,Food and non-alcoholic beverages,124.99065398687112,Urban
103,,,Bread and cereals ,119.52211584599722,Urban
103,,,Meat,110.64565624296945,Urban
103,,,"Milk, cheese and eggs",112.73021773851977,Urban
103,,,Vegetables ,139.03719431950472,Urban
103,,,Non-alcoholic beverages ,117.83471300451372,Urban
103,,,Alcoholic beverages and tobacco,123.63457172009133,Urban
103,,,Clothing and footwear,112.19439899254428,Urban
103,,,"Housing, water, electricity, gas and other fuels",109.73802268541907,Urban
103,,,"Furnishing, household equipment and routine household maintenance ",109.20840240623782,Urban
103,,,Health,107.15520096519869,Urban
103,,,Transport,108.1968982635181,Urban
103,,,Communication,106.72718761786957,Urban
103,,,Recreation and culture,113.31051854536679,Urban
103,,,Education,101.37227270253015,Urban
103,,,Restaurants and hotels,105.20517740425068,Urban
103,,,Miscellaneous goods and services,109.61710928553029,Urban
104,,,GENERAL INDEX (CPI),113.88427781982193,Urban
104,,,Food and non-alcoholic beverages,126.23506206391738,Urban
104,,,Bread and cereals ,119.56641401205191,Urban
104,,,Meat,110.56027245555109,Urban
104,,,"Milk, cheese and eggs",112.36540088514529,Urban
104,,,Vegetables ,144.1631999248457,Urban
104,,,Non-alcoholic beverages ,118.0373814452352,Urban
104,,,Alcoholic beverages and tobacco,123.2056869818032,Urban
104,,,Clothing and footwear,112.41291505429221,Urban
104,,,"Housing, water, electricity, gas and other fuels",109.30366431223435,Urban
104,,,"Furnishing, household equipment and routine household maintenance ",109.32459668433054,Urban
104,,,Health,107.21782748808512,Urban
104,,,Transport,108.67219416083408,Urban
104,,,Communication,106.04682935934501,Urban
104,,,Recreation and culture,113.24685637124031,Urban
104,,,Education,101.37227270253015,Urban
104,,,Restaurants and hotels,105.24975570095549,Urban
104,,,Miscellaneous goods and services,109.53039180901378,Urban
105,,,GENERAL INDEX (CPI),115.11995354623087,Urban
105,,,Food and non-alcoholic beverages,130.39416974905635,Urban
105,,,Bread and cereals ,120.1555428720533,Urban
105,,,Meat,110.34691915257082,Urban
105,,,"Milk, cheese and eggs",113.55540110430475,Urban
105,,,Vegetables ,154.67254884881876,Urban
105,,,Non-alcoholic beverages ,118.0666623823533,Urban
105,,,Alcoholic beverages and tobacco,123.57907894256695,Urban
105,,,Clothing and footwear,111.06085762779924,Urban
105,,,"Housing, water, electricity, gas and other fuels",110.29621680957447,Urban
105,,,"Furnishing, household equipment and routine household maintenance ",108.83627993829428,Urban
105,,,Health,107.30287792387156,Urban
105,,,Transport,108.9632390554577,Urban
105,,,Communication,105.7614680149036,Urban
105,,,Recreation and culture,112.49115030272446,Urban
105,,,Education,101.37227270253015,Urban
105,,,Restaurants and hotels,105.4766438335407,Urban
105,,,Miscellaneous goods and services,108.55699330503121,Urban
106,,,GENERAL INDEX (CPI),116.50878077561238,Urban
106,,,Food and non-alcoholic beverages,134.15324083621437,Urban
106,,,Bread and cereals ,121.70857781893916,Urban
106,,,Meat,110.68497863130439,Urban
106,,,"Milk, cheese and eggs",118.94201484631965,Urban
106,,,Vegetables ,160.23369315910807,Urban
106,,,Non-alcoholic beverages ,117.74504409308771,Urban
106,,,Alcoholic beverages and tobacco,123.66473680577546,Urban
106,,,Clothing and footwear,111.81540718783943,Urban
106,,,"Housing, water, electricity, gas and other fuels",110.57883042953502,Urban
106,,,"Furnishing, household equipment and routine household maintenance ",108.95589574244799,Urban
106,,,Health,107.12532831688458,Urban
106,,,Transport,109.72243480519593,Urban
106,,,Communication,105.75988238594894,Urban
106,,,Recreation and culture,117.59507134161565,Urban
106,,,Education,101.37227270253015,Urban
106,,,Restaurants and hotels,105.59578867936011,Urban
106,,,Miscellaneous goods and services,108.65079073724384,Urban
107,,,GENERAL INDEX (CPI),115.12688977952583,Urban
107,,,Food and non-alcoholic beverages,128.87656190187016,Urban
107,,,Bread and cereals ,122.50220735322782,Urban
107,,,Meat,110.7829681725914,Urban
107,,,"Milk, cheese and eggs",123.00350066247353,Urban
107,,,Vegetables ,143.17021176428236,Urban
107,,,Non-alcoholic beverages ,117.79022386509668,Urban
107,,,Alcoholic beverages and tobacco,123.71074110724605,Urban
107,,,Clothing and footwear,112.81069206427915,Urban
107,,,"Housing, water, electricity, gas and other fuels",109.67334155333816,Urban
107,,,"Furnishing, household equipment and routine household maintenance ",109.49832499331559,Urban
107,,,Health,107.33722571926378,Urban
107,,,Transport,110.92197802667964,Urban
107,,,Communication,105.75988238594894,Urban
107,,,Recreation and culture,117.55474875709807,Urban
107,,,Education,102.07610195592417,Urban
107,,,Restaurants and hotels,105.66312333385275,Urban
107,,,Miscellaneous goods and services,108.67132119887894,Urban
108,,,GENERAL INDEX (CPI),113.70730457494773,Urban
108,,,Food and non-alcoholic beverages,123.12865876923566,Urban
108,,,Bread and cereals ,121.96904867536094,Urban
